time,seconds_elapsed,z,y,x
1774021225499177700,0.084177734375,9.041809537085891,-3.7753134882390498,-0.4039063428064808
1774021225509256000,0.094255859375,9.04076675003469,-3.7784830581858753,-0.39741142782922834
1774021225519334000,0.104333984375,9.040009209665655,-3.78088924254477,-0.3917483240336179
1774021225529411800,0.114411865234375,9.039762541428209,-3.7818586720988154,-0.38812567655704916
1774021225539488800,0.12448876953125,9.040101564124226,-3.7811552000045774,-0.38702082058768716
1774021225549566700,0.134566650390625,9.040955550605059,-3.7789305096924304,-0.38879897270873187
1774021225559644700,0.144644775390625,9.042137453866005,-3.7755785689160226,-0.39387349949404593
1774021225569723000,0.154722900390625,9.043536799269914,-3.771445414634049,-0.401212865938805
1774021225579800800,0.16480078125,9.044709934702515,-3.7676968757554885,-0.40998241131715474
1774021225589878800,0.174878662109375,9.045456953677535,-3.7649288723468777,-0.4187562310118228
1774021225599955700,0.184955810546875,9.045722911137341,-3.763494455629587,-0.42598000825289634
1774021225610033700,0.19503369140625,9.045628803113102,-3.7630753534346817,-0.431545131566748
1774021225620111600,0.205111572265625,9.045434157323836,-3.7630958117008206,-0.43544487895164635
1774021225630189800,0.21518994140625,9.045141896378993,-3.7635105299815534,-0.43793585551716385
1774021225640267800,0.225267822265625,9.04496244815886,-3.763841369371116,-0.4388289318993687
1774021225650345700,0.235345703125,9.044891721010208,-3.7640675793424245,-0.438325110563077
1774021225660423000,0.2454228515625,9.044988167122005,-3.76408540726006,-0.4362080088112503
1774021225670500900,0.2555009765625,9.045378627744316,-3.7635572917327282,-0.4325937273042276
1774021225680578800,0.265578857421875,9.046226184484363,-3.7620389961242675,-0.4280529420694336
1774021225690657000,0.275656982421875,9.04757233839631,-3.75940514048934,-0.42272747273035344
1774021225700735000,0.28573486328125,9.049259268569946,-3.7559108686327933,-0.41770898698121306
1774021225710813000,0.29581298828125,9.051149612361192,-3.751765147130191,-0.4139644666906446
1774021225720889900,0.305889892578125,9.053005469360947,-3.7474580975860357,-0.41233317569438366
1774021225730967800,0.3159677734375,9.054671356746553,-3.7433237742602823,-0.41334447162877763
1774021225741045800,0.326045654296875,9.056051412928104,-3.7395576997250317,-0.41720739413462576
1774021225751124000,0.3361240234375,9.05719473774433,-3.736140000236034,-0.42293132473938166
1774021225761202000,0.346201904296875,9.058513419127463,-3.7322993991598485,-0.42860831092987206
1774021225771278800,0.35627880859375,9.060075846138597,-3.7280505095437166,-0.432528005124256
1774021225781356800,0.366356689453125,9.0618212285012,-3.72372650886476,-0.43321898306310175
1774021225791434800,0.376434814453125,9.06364961297214,-3.7195819564059374,-0.4305707701092586
1774021225801512700,0.3865126953125,9.065451109436154,-3.715798930735886,-0.4252817603230476
1774021225811591000,0.3965908203125,9.067205259627103,-3.712268710783124,-0.4186719867944717
1774021225821668900,0.4066689453125,9.068776454466581,-3.709149994240701,-0.412182186383754
1774021225831745800,0.416745849609375,9.070285105463862,-3.7060713174477216,-0.4066681722026318
1774021225841823700,0.42682373046875,9.071789664807914,-3.7028394959196445,-0.40253680801894515
1774021225851901700,0.436901611328125,9.073256814751028,-3.699515027672052,-0.3999355029467493
1774021225861979600,0.446979736328125,9.074648561370372,-3.6961996195137496,-0.39904151324909176
1774021225872057900,0.457057861328125,9.075788963577152,-3.693302729028463,-0.3999318496849388
1774021225882135800,0.4671357421875,9.076644703623652,-3.690917879718542,-0.4025547455344349
1774021225892213000,0.477212890625,9.077032241636514,-3.689561204412579,-0.4062805976571515
1774021225902291000,0.487291015625,9.076974373969435,-3.689254038159549,-0.4102879336023703
1774021225912369000,0.497368896484375,9.076476945841312,-3.690065354542434,-0.41393133160602297
1774021225922446800,0.50744677734375,9.0756615378052,-3.691682142089307,-0.4174230096466839
1774021225932524800,0.51752490234375,9.074805213236809,-3.6933252331212163,-0.42147827638685703
1774021225942602800,0.527602783203125,9.074201402124762,-3.6942794651061295,-0.42609888539221136
1774021225952680000,0.537679931640625,9.073855365166068,-3.6945597433522344,-0.43102154608406124
1774021225962758000,0.5477578125,9.073758919054269,-3.6941955862149594,-0.4361066673286259
1774021225972835800,0.5578359375,9.073993312332034,-3.6931317563757298,-0.4402015354268253
1774021225982913800,0.567913818359375,9.074698830252885,-3.6911025886356827,-0.4426893701871857
1774021225992992000,0.577991943359375,9.07573168043196,-3.6884403836891053,-0.44372616588901725
1774021226003070000,0.588070068359375,9.076711339119075,-3.686012572020292,-0.4438596926081925
1774021226013147000,0.59814697265625,9.077230979079008,-3.684768124917149,-0.44358752460330725
1774021226023224800,0.608224853515625,9.077260789695382,-3.6847584803059696,-0.44304293286520985
1774021226033302800,0.618302734375,9.076886111164093,-3.6857585972592233,-0.44245157937593754
1774021226043380700,0.628380615234375,9.07614552192986,-3.6875674002468584,-0.4424722203051671
1774021226053459000,0.638458984375,9.075378044688701,-3.6893668508842583,-0.44320780457071957
1774021226063537000,0.648536865234375,9.075036683905124,-3.6900533718436956,-0.4444887477593496
1774021226073613800,0.65861376953125,9.075414869567751,-3.688933720164001,-0.44606312093660233
1774021226083691800,0.66869189453125,9.076581575259565,-3.6858220178842545,-0.44802926991041747
1774021226093769700,0.678769775390625,9.078295977962016,-3.681249010880291,-0.4509498335322365
1774021226103847700,0.68884765625,9.080346480751038,-3.6757591812923547,-0.4544723816351965
1774021226113925600,0.698925537109375,9.082615010204911,-3.6698029032364485,-0.4572092592531815
1774021226124003800,0.70900390625,9.084870680177211,-3.6640748809784647,-0.4584069811377674
1774021226134080800,0.719080810546875,9.087125765627622,-3.6585233843311666,-0.45798619844242927
1774021226144158700,0.72915869140625,9.089349871417879,-3.6532936669841405,-0.4556242916166782
1774021226154236700,0.739236572265625,9.09140212777257,-3.6487019552797078,-0.4514582214457914
1774021226164314600,0.749314697265625,9.093075029420852,-3.645150692538917,-0.4463519843479618
1774021226174395600,0.759395751953125,9.094407154807447,-3.642445817494392,-0.44129302045796065
1774021226184473600,0.7694736328125,9.095478583431243,-3.6401609214276074,-0.4380663134964183
1774021226194550500,0.779550537109375,9.096151368126273,-3.6385347815304994,-0.43757418259792025
1774021226204628500,0.78962841796875,9.09641907915175,-3.6375428478837013,-0.4402550191797316
1774021226214706700,0.799706787109375,9.096368810269237,-3.637062955412268,-0.44518761674370616
1774021226224784600,0.80978466796875,9.095963736599684,-3.6373777204498645,-0.45087976397071033
1774021226234862600,0.819862548828125,9.095232499715685,-3.6385233833536503,-0.4563810648007318
1774021226244940500,0.8299404296875,9.094275637382268,-3.640371933829784,-0.46070575959943233
1774021226255018500,0.8400185546875,9.093249801465868,-3.6425852259650826,-0.4634389474229887
